A номер;B номер;IMSI;Дата (коммутатор);Продолжительность;Набрано;Переадресовано;IMEI;ID первой БС;Адрес первой БС;Коммутатор ID;Коммутатор;SMS центр;Тип записи;Тип соединения;Время по Москве;Номер;Контакт;LAC
79062863352;79522959984;;26.10.2013 08:55:57;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 08:55:57;79062863352;79522959984;
79113019719;79062863352;250992180008353;26.10.2013 09:33:55;32;79062863352;;352832037456380;21211 ;Энская обл, Энск г, Старостина, д.55;79062919999;Энск;;Входящий звонок;Local;26.10.2013 09:33:55;79062863352;79113019719;6238
79062863352;79113033433;250992180008353;26.10.2013 09:36:35;12;79113033433;;352832037456380;20312 ;Энская обл, Энск г, Старостина ул, д.93;79062919999;Энск;;Исходящий звонок;Local;26.10.2013 09:36:35;79062863352;79113033433;6238
79022823262;79062863352;250992180008353;26.10.2013 09:40:20;7;79062863352;;352832037456380;21211 ;Энская обл, Энск г, Старостина, д.55;79062919999;Энск;;Входящий звонок;Local;26.10.2013 09:40:20;79062863352;79022823262;6238
79062863352;79113019719;250992180008353;26.10.2013 09:41:58;15;79113019719;;352832037456380;20312 ;Энская обл, Энск г, Старостина ул, д.93;79062919999;Энск;;Исходящий звонок;Local;26.10.2013 09:41:58;79062863352;79113019719;6238
79062863352;79522959984;250992180008353;26.10.2013 09:42:25;31;79522959984;;352832037456380;20312 ;Энская обл, Энск г, Старостина ул, д.93;79062919999;Энск;;Исходящий звонок;Local;26.10.2013 09:42:25;79062863352;79522959984;6238
79062863352;79522959984;;26.10.2013 09:45:28;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 09:45:28;79062863352;79522959984;
79062863352;79522959984;;26.10.2013 09:45:33;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 09:45:33;79062863352;79522959984;
79062863352;79113037710;250992180008353;26.10.2013 09:47:03;23;79113037710;;352832037456380;20312 ;Энская обл, Энск г, Старостина ул, д.93;79062919999;Энск;;Исходящий звонок;Local;26.10.2013 09:47:03;79062863352;79113037710;6238
79062863352;79522959984;;26.10.2013 09:52:35;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 09:52:35;79062863352;79522959984;
79217080555;79062863352;250992180008353;26.10.2013 09:55:21;8;79062863352;;352832037456380;20312 ;Энская обл, Энск г, Старостина ул, д.93;79062919999;Энск;;Входящий звонок;Local;26.10.2013 09:55:21;79062863352;79217080555;6238
79062863352;79217080555;;26.10.2013 09:55:52;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 09:55:52;79062863352;79217080555;
79062863354;79062863352;250992180008353;26.10.2013 10:03:44;13;79062863352;;352832037456380;20292 ;Энская обл, Энск г, Полярные Зори ул, д.62;79062919999;Энск;;Входящий звонок;Local;26.10.2013 10:03:44;79062863352;79062863354;6238
79062863354;79062863352;250992180465630;26.10.2013 10:03:45;13;79062863352;;359808014058570;20150 ;"Энская обл, Энск г, Желтая гора, СМТС и СХ ГУП ""АМНГР""";79062919999;Энск;;Исходящий звонок;Local;26.10.2013 10:03:45;79062863354;79062863352;6238
79062863352;79216666377;;26.10.2013 10:15:14;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 10:15:14;79062863352;79216666377;
79043490003;79062863352;250992180008353;26.10.2013 10:26:34;0;;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;26.10.2013 10:26:34;79062863352;79043490003;6238
79219600002;79062863352;250992180008353;26.10.2013 10:42:46;0;;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79219600002;SMS Входящее;Local;26.10.2013 10:42:46;79062863352;79219600002;6238
79062863352;79522959984;;26.10.2013 10:52:19;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 10:52:19;79062863352;79522959984;
79062863352;79522959984;;26.10.2013 11:49:22;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 11:49:22;79062863352;79522959984;
79062863352;79113036837;250992180008353;26.10.2013 12:07:06;391;79113036837;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;26.10.2013 12:07:06;79062863352;79113036837;6238
79062863352;79062863357;;26.10.2013 12:14:34;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 12:14:34;79062863352;79062863357;
79062863357;79062863352;250992180008353;26.10.2013 12:15:15;162;79062863352;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;26.10.2013 12:15:15;79062863352;79062863357;6238
79062863357;79062863352;250992180397736;26.10.2013 12:15:15;162;79062863352;;357855010842960;20141 ;"Энская обл, Энск г, Прибрежная дорога, 12, Южная ТЭЦ ОАО ""Колэнерго""";79062919999;Энск;;Исходящий звонок;Local;26.10.2013 12:15:15;79062863357;79062863352;6238
79062863352;79216666377;;26.10.2013 12:28:09;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 12:28:09;79062863352;79216666377;
79062863352;79216666377;;26.10.2013 12:31:33;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 12:31:33;79062863352;79216666377;
79043490003;79062863352;250992180008353;26.10.2013 12:56:39;0;;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;26.10.2013 12:56:39;79062863352;79043490003;6238
79062863352;79522959984;;26.10.2013 12:58:44;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 12:58:44;79062863352;79522959984;
79533082213;79062863352;250992180008353;26.10.2013 13:08:39;67;79062863352;;352832037456380;20362 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;26.10.2013 13:08:39;79062863352;79533082213;6238
79062863352;79113036837;;26.10.2013 13:30:33;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 13:30:33;79062863352;79113036837;
79062863352;79113036837;;26.10.2013 13:30:40;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 13:30:40;79062863352;79113036837;
79062863352;79113036837;;26.10.2013 13:30:45;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 13:30:45;79062863352;79113036837;
79062863352;79216666377;;26.10.2013 13:33:47;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 13:33:47;79062863352;79216666377;
79062863352;79216666377;;26.10.2013 13:33:51;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 13:33:51;79062863352;79216666377;
79112009993;79062863352;250992180008353;26.10.2013 13:37:30;0;;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009993;SMS Входящее;Local;26.10.2013 13:37:30;79062863352;79112009993;6238
79062863352;79522959984;250992180008353;26.10.2013 14:06:16;180;79522959984;;352832037456380;20362 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;26.10.2013 14:06:16;79062863352;79522959984;6238
79062863352;79216666377;;26.10.2013 14:10:19;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 14:10:19;79062863352;79216666377;
79522959984;79062863352;250992180008353;26.10.2013 14:15:43;11;79062863352;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;26.10.2013 14:15:43;79062863352;79522959984;6238
79062863352;79216666377;250992180008353;26.10.2013 14:16:11;22;79216666377;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;26.10.2013 14:16:11;79062863352;79216666377;6238
79062863352;79022823262;;26.10.2013 14:18:18;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 14:18:18;79062863352;79022823262;
79043490003;79062863352;250992180008353;26.10.2013 14:19:04;0;;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;26.10.2013 14:19:04;79062863352;79043490003;6238
79062863352;79022823262;;26.10.2013 14:20:04;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 14:20:04;79062863352;79022823262;
79043490003;79062863352;250992180008353;26.10.2013 14:20:49;0;;;352832037456380;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;26.10.2013 14:20:49;79062863352;79043490003;6238
79062863352;79216666377;;26.10.2013 16:16:44;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;26.10.2013 16:16:44;79062863352;79216666377;
79062863352;79216666377;250992180008353;26.10.2013 16:27:50;50;79216666377;;352832037456380;20211 ;Энская обл, Энск г, Кольский пр-кт, д.1;79062919999;Энск;;Исходящий звонок;Local;26.10.2013 16:27:50;79062863352;79216666377;6238
79219600002;79062863352;250992180008353;26.10.2013 19:45:48;0;;;352832037456380;21232 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79219600002;SMS Входящее;Local;26.10.2013 19:45:48;79062863352;79219600002;6238
79043490003;79062863352;250992180008353;27.10.2013 09:49:16;0;;;352832037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79043490003;SMS Входящее;Local;27.10.2013 09:49:16;79062863352;79043490003;6238
79043490003;79062863352;250992180008353;27.10.2013 09:49:21;0;;;352832037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79043490003;SMS Входящее;Local;27.10.2013 09:49:21;79062863352;79043490003;6238
79043490003;79062863352;250992180008353;27.10.2013 09:49:54;0;;;352832037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79043490003;SMS Входящее;Local;27.10.2013 09:49:54;79062863352;79043490003;6238
79062863352;79114167216;;27.10.2013 10:59:44;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;27.10.2013 10:59:44;79062863352;79114167216;
79062863352;79114167216;;27.10.2013 10:59:49;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;27.10.2013 10:59:49;79062863352;79114167216;
79062863352;79114167216;;27.10.2013 10:59:53;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;27.10.2013 10:59:53;79062863352;79114167216;
79062863352;79522959984;;27.10.2013 10:59:59;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;27.10.2013 10:59:59;79062863352;79522959984;
79062863352;79522959984;;27.10.2013 11:00:10;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;27.10.2013 11:00:10;79062863352;79522959984;
79062863352;79522959984;;27.10.2013 11:00:13;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;27.10.2013 11:00:13;79062863352;79522959984;
79112009993;79062863352;250992180008353;27.10.2013 11:02:27;0;;;352832037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79112009993;SMS Входящее;Local;27.10.2013 11:02:27;79062863352;79112009993;6238
79043490003;79062863352;250992180008353;27.10.2013 11:11:15;0;;;352832037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79043490003;SMS Входящее;Local;27.10.2013 11:11:15;79062863352;79043490003;6238
79282000002;79062863352;250992180008353;28.10.2013 09:26:18;0;;;352832037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79282000002;SMS Входящее;Local;28.10.2013 09:26:18;79062863352;79282000002;6238
79113034457;79062863352;250992180008353;28.10.2013 10:14:06;21;79062863352;;352832037456380;21232 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;28.10.2013 10:14:06;79062863352;79113034457;6238
79062863352;79522959984;250992180008353;28.10.2013 17:08:15;22;79522959984;;352832037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Исходящий звонок;Local;28.10.2013 17:08:15;79062863352;79522959984;6238
79522959984;79062863352;250992180008353;28.10.2013 20:09:42;20;79062863352;;352832037456380;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;28.10.2013 20:09:42;79062863352;79522959984;6238
79062863352;79388900092;;28.10.2013 20:53:11;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;28.10.2013 20:53:11;79062863352;79388900092;
79062863352;79388900092;;28.10.2013 20:53:16;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;28.10.2013 20:53:16;79062863352;79388900092;
79282000002;79062863352;250992180008353;28.10.2013 20:55:02;0;;;352832037456380;21231 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;79282000002;SMS Входящее;Local;28.10.2013 20:55:02;79062863352;79282000002;6238
79062863352;79216666377;250992180008353;29.10.2013 12:41:34;758;79216666377;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;29.10.2013 12:41:34;79062863352;79216666377;6238
79113034457;79062863352;250992180008353;29.10.2013 12:55:35;23;79062863352;;351530048989180;20213 ;Энская обл, Энск г, Кольский пр-кт, д.1;79062919999;Энск;;Входящий звонок;Local;29.10.2013 12:55:35;79062863352;79113034457;6238
79062863352;79216666377;250992180008353;29.10.2013 13:31:19;301;79216666377;;351530048989180;21011 ;Энская обл, Энск г, Марата, д.26, Баренцбанк;79062919999;Энск;;Исходящий звонок;Local;29.10.2013 13:31:19;79062863352;79216666377;6238
79062863352;79633596114;250992180008353;29.10.2013 15:10:19;203;79633596114;;351530048989180;20362 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;29.10.2013 15:10:19;79062863352;79633596114;6238
79062863352;79633596114;250992181272435;29.10.2013 15:10:19;203;79633596114;;356541046018590;20170 ;Энская обл, Энск г, Баумана, д.5;79062919999;Энск;;Входящий звонок;Local;29.10.2013 15:10:19;79633596114;79062863352;6238
79062863352;79633596114;250992180008353;29.10.2013 15:14:22;64;79633596114;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;29.10.2013 15:14:22;79062863352;79633596114;6238
79062863352;79633596114;250992181272435;29.10.2013 15:14:22;64;79633596114;;356541046018590;20287 ;Энская обл, Энск г, Героев Рыбачьего, д.35/3;79062919999;Энск;;Входящий звонок;Local;29.10.2013 15:14:22;79633596114;79062863352;6238
79062863352;79216666377;;29.10.2013 17:56:05;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;29.10.2013 17:56:05;79062863352;79216666377;
79219600002;79062863352;250992180008353;29.10.2013 17:57:41;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79219600002;SMS Входящее;Local;29.10.2013 17:57:41;79062863352;79219600002;6238
79062863352;79216666377;250992180008353;29.10.2013 18:21:34;28;79216666377;;351530048989180;20122 ;"Энская обл, Энск г, Шмидта ул, д.12, Центральная ТЭЦ ОАО ""Колэнерго""";79062919999;Энск;;Исходящий звонок;Local;29.10.2013 18:21:34;79062863352;79216666377;6238
79062863352;79195995947;250992180008353;30.10.2013 08:47:49;72;79195995947;;351530048989180;21624 ;;79062919999;Энск;;Исходящий звонок;Local;30.10.2013 08:47:49;79062863352;79195995947;6238
79062863352;79216666377;;30.10.2013 08:57:37;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;30.10.2013 08:57:37;79062863352;79216666377;
79062863352;79216666377;;30.10.2013 09:46:14;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;30.10.2013 09:46:14;79062863352;79216666377;
79219600002;79062863352;250992180008353;30.10.2013 09:57:34;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79219600002;SMS Входящее;Local;30.10.2013 09:57:34;79062863352;79219600002;6238
79062863352;79216666377;;30.10.2013 09:59:21;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;30.10.2013 09:59:21;79062863352;79216666377;
79062863352;79091599992;250992180008353;30.10.2013 10:27:02;72;79091599992;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;30.10.2013 10:27:02;79062863352;79091599992;6238
79062863352;79091599992;250991100609152;30.10.2013 10:27:04;72;79091599992;;354407032315210;32787 ;М.О., г. Люберцы, Октябрьский пр-т, 112А;79037020999;Moscow MSC-24;;Входящий звонок;Local;30.10.2013 10:27:04;79091599992;79062863352;27144
79062863352;79265625361;;30.10.2013 10:57:19;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;30.10.2013 10:57:19;79062863352;79265625361;
79062863352;79265625361;;30.10.2013 10:57:25;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;30.10.2013 10:57:25;79062863352;79265625361;
79262000331;79062863352;250992180008353;30.10.2013 11:01:58;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79262000331;SMS Входящее;Local;30.10.2013 11:01:58;79062863352;79262000331;6238
79062863352;79265625361;;30.10.2013 11:04:45;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;30.10.2013 11:04:45;79062863352;79265625361;
79262000331;79062863352;250992180008353;30.10.2013 11:21:35;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79262000331;SMS Входящее;Local;30.10.2013 11:21:35;79062863352;79262000331;6238
79062863352;79265625361;;30.10.2013 11:30:08;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;30.10.2013 11:30:08;79062863352;79265625361;
79112009936;79062863352;250992180008353;30.10.2013 11:41:26;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009936;SMS Входящее;Local;30.10.2013 11:41:26;79062863352;79112009936;6238
79062863352;79113036837;250992180008353;30.10.2013 11:43:44;168;79113036837;;351530048989180;20362 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;30.10.2013 11:43:44;79062863352;79113036837;6238
79113034457;79062863352;250992180008353;30.10.2013 11:51:16;20;79062863352;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;30.10.2013 11:51:16;79062863352;79113034457;6238
79113036837;79062863352;250992180008353;30.10.2013 13:13:44;457;79062863352;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;30.10.2013 13:13:44;79062863352;79113036837;6238
79062863352;79113036837;250992180008353;30.10.2013 13:25:12;341;79113036837;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;30.10.2013 13:25:12;79062863352;79113036837;6238
79062863352;79113036837;250992180008353;30.10.2013 16:46:13;44;79113036837;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;30.10.2013 16:46:13;79062863352;79113036837;6238
79022823262;79062863352;250992180008353;30.10.2013 19:04:54;39;79062863352;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;30.10.2013 19:04:54;79062863352;79022823262;6238
79062863352;79216666377;;31.10.2013 03:58:07;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;31.10.2013 03:58:07;79062863352;79216666377;
79062863352;79216666377;;31.10.2013 08:42:32;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;31.10.2013 08:42:32;79062863352;79216666377;
79062863352;79216666377;250992180008353;31.10.2013 10:05:03;467;79216666377;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;31.10.2013 10:05:03;79062863352;79216666377;6238
79062863352;79287861359;250992180008353;31.10.2013 10:19:37;15;79287861359;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;31.10.2013 10:19:37;79062863352;79287861359;6238
79062863352;79113034457;250992180008353;31.10.2013 10:33:14;53;79113034457;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;31.10.2013 10:33:14;79062863352;79113034457;6238
79062863352;78152238662;250992180008353;31.10.2013 10:34:23;4;78152238662;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;31.10.2013 10:34:23;79062863352;78152238662;6238
79062863352;78152238662;250992180008353;31.10.2013 10:34:50;136;78152238662;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Исходящий звонок;Local;31.10.2013 10:34:50;79062863352;78152238662;6238
79112009993;79062863352;250992180008353;31.10.2013 10:40:03;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009993;SMS Входящее;Local;31.10.2013 10:40:03;79062863352;79112009993;6238
79062863352;79114167216;;31.10.2013 10:41:32;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;31.10.2013 10:41:32;79062863352;79114167216;
79112009993;79062863352;250992180008353;31.10.2013 10:42:46;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009993;SMS Входящее;Local;31.10.2013 10:42:46;79062863352;79112009993;6238
79062863352;79114167216;;31.10.2013 10:43:13;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;31.10.2013 10:43:13;79062863352;79114167216;
79522959984;79062863352;250992180008353;31.10.2013 10:44:49;35;79062863352;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;31.10.2013 10:44:49;79062863352;79522959984;6238
79533069119;79062863352;250992180008353;31.10.2013 11:06:46;28;79062863352;;351530048989180;21791 ;Энская обл, Энск г, Фрунзе, ТП ООО Гидротехник;79062919999;Энск;;Входящий звонок;Local;31.10.2013 11:06:46;79062863352;79533069119;6238
79043490003;79062863352;250992180008353;31.10.2013 11:09:41;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;31.10.2013 11:09:41;79062863352;79043490003;6238
79043490003;79062863352;250992180008353;31.10.2013 11:09:46;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;31.10.2013 11:09:46;79062863352;79043490003;6238
79043490003;79062863352;250992180008353;31.10.2013 11:09:51;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;31.10.2013 11:09:51;79062863352;79043490003;6238
79043490003;79062863352;250992180008353;31.10.2013 11:09:55;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;31.10.2013 11:09:55;79062863352;79043490003;6238
79043490003;79062863352;250992180008353;31.10.2013 11:09:58;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79043490003;SMS Входящее;Local;31.10.2013 11:09:58;79062863352;79043490003;6238
79112009993;79062863352;250992180008353;31.10.2013 11:10:47;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009993;SMS Входящее;Local;31.10.2013 11:10:47;79062863352;79112009993;6238
79112009993;79062863352;250992180008353;31.10.2013 11:10:52;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009993;SMS Входящее;Local;31.10.2013 11:10:52;79062863352;79112009993;6238
79062863352;79633596114;;31.10.2013 11:25:57;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;31.10.2013 11:25:57;79062863352;79633596114;
79633596114;79062863352;;31.10.2013 11:26:50;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;31.10.2013 11:26:50;79633596114;79062863352;
79062863352;79633596114;;31.10.2013 11:27:48;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;31.10.2013 11:27:48;79062863352;79633596114;
79633596114;79062863352;250992180008353;31.10.2013 11:29:11;248;79062863352;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;31.10.2013 11:29:11;79062863352;79633596114;6238
79633596114;79062863352;250992181272435;31.10.2013 11:29:11;248;79062863352;;356541046018590;21245 ;;79062919999;Энск;;Исходящий звонок;Local;31.10.2013 11:29:11;79633596114;79062863352;6238
79633596113;79062863352;250992180008353;31.10.2013 11:39:43;112;79062863352;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;31.10.2013 11:39:43;79062863352;79633596113;6238
79633596113;79062863352;250992180468178;31.10.2013 11:39:43;111;79062863352;;351727051153460;20151 ;"Энская обл, Энск г, Желтая гора, СМТС и СХ ГУП ""АМНГР""";79062919999;Энск;;Исходящий звонок;Local;31.10.2013 11:39:43;79633596113;79062863352;6238
79113033386;79062863352;250992180008353;31.10.2013 12:34:54;44;79062863352;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;31.10.2013 12:34:54;79062863352;79113033386;6238
79216666377;79062863352;250992180008353;31.10.2013 13:23:39;524;79062863352;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;;Входящий звонок;Local;31.10.2013 13:23:39;79062863352;79216666377;6238
79112009993;79062863352;250992180008353;31.10.2013 13:36:38;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009993;SMS Входящее;Local;31.10.2013 13:36:38;79062863352;79112009993;6238
79112009993;79062863352;250992180008353;31.10.2013 13:36:45;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009993;SMS Входящее;Local;31.10.2013 13:36:45;79062863352;79112009993;6238
79112009993;79062863352;250992180008353;31.10.2013 13:36:54;0;;;351530048989180;20363 ;Энская обл, Энск г, Буркова ул, д.6, СЭС;79062919999;Энск;79112009993;SMS Входящее;Local;31.10.2013 13:36:54;79062863352;79112009993;6238
79219600002;79062863352;250992180008353;31.10.2013 14:13:14;0;;;351530048989180;21223 ;"Энская обл, Энск г, Рогозерская ул, д.15, ООО ""Норд-Вест""";79062919999;Энск;79219600002;SMS Входящее;Local;31.10.2013 14:13:14;79062863352;79219600002;6238
79062863352;79216666377;250992180008353;31.10.2013 14:23:00;148;79216666377;;351530048989180;20321 ;Энская обл, Энск г, Скальная, д.31;79062919999;Энск;;Исходящий звонок;Local;31.10.2013 14:23:00;79062863352;79216666377;6238
79062863352;79216666377;;31.10.2013 16:02:48;0;;;;;;79062919999;Энск;;SMS Исходящее;Local;31.10.2013 16:02:48;79062863352;79216666377;
79216666377;79062863352;250992180008353;31.10.2013 16:06:48;139;79062863352;;351530048989180;21233 ;Энская обл, Энск г, Скальная ул, д.7;79062919999;Энск;;Входящий звонок;Local;31.10.2013 16:06:48;79062863352;79216666377;6238
79062863352;79216666377;250992180008353;31.10.2013 16:54:04;29;79216666377;;351530048989180;20073 ;Энская обл, Энск г, Ивченко ул, д.8;79062919999;Энск;;Исходящий звонок;Local;31.10.2013 16:54:04;79062863352;79216666377;6238
